DN    ,count               ,mean_0              ,stdev_0            ,min_0               ,max_0               ,mean_1              ,stdev_1            ,min_1               ,max_1               ,mean_2              ,stdev_2            ,min_2               ,max_2               ,mean_3              ,stdev_3            ,min_3               ,max_3               ,mean_4              ,stdev_4            ,min_4               ,max_4               ,mean_5              ,stdev_5            ,min_5               ,max_5               ,mean_6              ,stdev_6            ,min_6               ,max_6               ,mean_7              ,stdev_7            ,min_7               ,max_7               ,mean_8              ,stdev_8            ,min_8               ,max_8               ,mean_9              ,stdev_9            ,min_9               ,max_9
"2"   ,55.000000000000000  ,652.345454545455027 ,27.273116720001902 ,567.000000000000000 ,705.000000000000000 ,944.509090909091128 ,23.640731272194600 ,891.000000000000000 ,988.000000000000000 ,1051.363636363639898,67.976129698257594 ,911.000000000000000 ,1211.000000000000000,1390.400000000000091,37.959334966657302 ,1313.000000000000000,1494.000000000000000,2212.872727272730117,171.828516426230010,1962.000000000000000,2529.000000000000000,2440.581818181819926,196.297835963722008,2191.000000000000000,2813.000000000000000,2498.763636363640217,260.532287302882992,2056.000000000000000,3077.000000000000000,2632.763636363640217,221.521001732912993,2348.000000000000000,3029.000000000000000,2682.800000000000182,113.304636889845995,2488.000000000000000,2923.000000000000000,1726.054545454549952,155.045085220971998,1481.000000000000000,1975.000000000000000
"28"  ,55.000000000000000  ,813.109090909091037 ,47.113209882733699 ,746.000000000000000 ,930.000000000000000 ,1130.327272727269929,65.383216372131699 ,1045.000000000000000,1276.000000000000000,1502.200000000000045,87.862561023621296 ,1388.000000000000000,1695.000000000000000,1639.672727272730071,65.496693313606002 ,1544.000000000000000,1794.000000000000000,1960.963636363640035,68.224564826691505 ,1861.000000000000000,2131.000000000000000,2104.909090909090082,80.080115608212395 ,1966.000000000000000,2277.000000000000000,2080.254545454550225,125.670235460938002,1872.000000000000000,2329.000000000000000,2192.563636363639944,104.846760072226985,2028.000000000000000,2430.000000000000000,3431.945454545450048,54.155269974342701 ,3327.000000000000000,3536.000000000000000,2251.145454545449866,95.160958805640306 ,2109.000000000000000,2458.000000000000000
"30"  ,123.000000000000000 ,807.382113821137864 ,47.121141460541502 ,643.000000000000000 ,891.000000000000000 ,1114.861788617889943,58.763673010007899 ,929.000000000000000 ,1223.000000000000000,1484.252032520329976,98.152239854513510 ,1086.000000000000000,1616.000000000000000,1621.040650406499935,64.617334929135794 ,1448.000000000000000,1725.000000000000000,1970.536585365850215,56.712142378533400 ,1846.000000000000000,2103.000000000000000,2112.609756097559966,67.899471755632803 ,1972.000000000000000,2248.000000000000000,2094.056910569110187,110.489395738710002,1885.000000000000000,2441.000000000000000,2170.967479674799961,81.773170372538800 ,1956.000000000000000,2315.000000000000000,3353.691056910569841,74.336753710075300 ,3103.000000000000000,3480.000000000000000,2144.268292682930223,80.114986335801106 ,1908.000000000000000,2301.000000000000000
"15"  ,213.000000000000000 ,786.422535211268041 ,68.653490471495900 ,616.000000000000000 ,993.000000000000000 ,1080.356807511740044,88.363445513217897 ,880.000000000000000 ,1301.000000000000000,1535.220657277000100,138.594947856203987,1129.000000000000000,1856.000000000000000,1707.159624413149913,108.293377137909005,1521.000000000000000,1934.000000000000000,2064.690140845069891,78.445857704647807 ,1893.000000000000000,2238.000000000000000,2232.619718309860218,86.676153854965719 ,2053.000000000000000,2447.000000000000000,2252.276995305160199,136.486101602150001,2003.000000000000000,2875.000000000000000,2393.835680751170003,111.733030217717001,2139.000000000000000,2624.000000000000000,3587.821596244129978,202.000271117150987,3212.000000000000000,4060.000000000000000,2510.732394366199969,221.488060780477014,2122.000000000000000,3162.000000000000000
"9"   ,353.000000000000000 ,759.113314447591961 ,45.160995698159098 ,600.000000000000000 ,902.000000000000000 ,1053.189801699719965,55.941941374875803 ,870.000000000000000 ,1256.000000000000000,1434.705382436259924,105.556659706752995,962.000000000000000 ,1726.000000000000000,1607.328611898020199,68.515175015778098 ,1403.000000000000000,1891.000000000000000,2020.226628895180056,88.558915124215702 ,1864.000000000000000,2399.000000000000000,2202.124645892350145,113.571169561766993,2003.000000000000000,2593.000000000000000,2209.348441926350006,154.274310571771991,1958.000000000000000,2836.000000000000000,2342.866855524080165,125.036457663011007,2130.000000000000000,2919.000000000000000,3344.592067988669896,95.528096440954400 ,3061.000000000000000,3691.000000000000000,2265.144475920680179,122.751291787872006,1926.000000000000000,2686.000000000000000
"50"  ,80.000000000000000  ,600.437500000000000 ,25.841701040338400 ,531.000000000000000 ,660.000000000000000 ,835.137500000000045 ,29.991873899440900 ,770.000000000000000 ,908.000000000000000 ,901.687500000000000 ,66.988681029528806 ,699.000000000000000 ,1098.000000000000000,1277.849999999999909,37.845488669830502 ,1204.000000000000000,1371.000000000000000,2064.512499999999818,83.464082133150299 ,1943.000000000000000,2326.000000000000000,2342.500000000000000,94.589987962705706 ,2164.000000000000000,2639.000000000000000,2435.599999999999909,122.480026788147015,2217.000000000000000,2868.000000000000000,2657.474999999999909,97.220482162450395 ,2501.000000000000000,2970.000000000000000,2524.199999999999818,118.226279500613003,2244.000000000000000,2724.000000000000000,1556.487499999999955,117.201329943420006,1304.000000000000000,1792.000000000000000
"51"  ,190.000000000000000 ,692.063157894736946 ,66.695122581927293 ,504.000000000000000 ,839.000000000000000 ,981.184210526315951 ,81.885406851241996 ,762.000000000000000 ,1199.000000000000000,1380.236842105259939,187.501228808745992,758.000000000000000 ,1747.000000000000000,1566.184210526319930,111.158748977491996,1333.000000000000000,1868.000000000000000,2105.021052631580005,104.778928669200994,1896.000000000000000,2445.000000000000000,2295.426315789470209,152.500229307157014,2019.000000000000000,2790.000000000000000,2267.900000000000091,263.878971576385993,1942.000000000000000,3388.000000000000000,2391.352631578949968,187.816855711446010,2064.000000000000000,3059.000000000000000,3293.989473684210225,209.545716482148009,2829.000000000000000,3819.000000000000000,2088.689473684210043,224.194509735382013,1679.000000000000000,2678.000000000000000
"53"  ,80.000000000000000  ,731.049999999999955 ,45.817718091796102 ,639.000000000000000 ,839.000000000000000 ,990.524999999999977 ,47.887519845592998 ,891.000000000000000 ,1099.000000000000000,1244.924999999999955,106.457666751280996,994.000000000000000 ,1414.000000000000000,1449.900000000000091,47.095539846333303 ,1336.000000000000000,1543.000000000000000,1925.912499999999909,130.894120295176009,1730.000000000000000,2245.000000000000000,2123.375000000000000,162.907473544675014,1888.000000000000000,2546.000000000000000,2202.712500000000091,197.857076261077992,1898.000000000000000,2671.000000000000000,2374.262499999999818,207.306154307883986,2072.000000000000000,2846.000000000000000,3160.250000000000000,140.788242101121995,2908.000000000000000,3474.000000000000000,2330.737500000000182,222.885606337999008,1997.000000000000000,2877.000000000000000
"61"  ,35.000000000000000  ,919.057142857143049 ,61.670825811744301 ,814.000000000000000 ,1039.000000000000000,1302.799999999999955,101.252392854804000,1090.000000000000000,1489.000000000000000,1734.942857142860021,151.012064741460989,1470.000000000000000,2025.000000000000000,1877.599999999999909,112.782508030488998,1618.000000000000000,2091.000000000000000,2225.085714285709855,117.891119115844006,1945.000000000000000,2435.000000000000000,2414.542857142860157,127.530467607030005,2133.000000000000000,2649.000000000000000,2450.285714285710128,152.799093666191993,2147.000000000000000,2714.000000000000000,2590.742857142859975,127.640428515405006,2338.000000000000000,2788.000000000000000,3737.371428571429988,115.063687151246995,3534.000000000000000,3944.000000000000000,2690.400000000000091,128.810439839964005,2445.000000000000000,2901.000000000000000
"31"  ,128.000000000000000 ,832.843750000000000 ,53.631791826193798 ,696.000000000000000 ,948.000000000000000 ,1141.289062500000000,60.410818286489899 ,968.000000000000000 ,1266.000000000000000,1529.015625000000000,93.290840152177907 ,1255.000000000000000,1729.000000000000000,1681.945312500000000,94.217816710685597 ,1517.000000000000000,1916.000000000000000,2032.960937500000000,110.049480806980000,1829.000000000000000,2306.000000000000000,2183.093750000000000,128.583894455666012,1976.000000000000000,2525.000000000000000,2152.859375000000000,145.715272702688992,1900.000000000000000,2653.000000000000000,2274.679687500000000,161.102350877226996,1997.000000000000000,2747.000000000000000,3417.273437500000455,102.377156258238003,3111.000000000000000,3656.000000000000000,2196.570312500000000,101.041169093939999,1947.000000000000000,2429.000000000000000
